ID,Column Name,Justification
27638,Lat,Not number from -90 to 90 with 4 decimal places
27639,Lat,Not number from -90 to 90 with 4 decimal places
27641,Lat,Not number from -90 to 90 with 4 decimal places
27645,Lat,Not number from -90 to 90 with 4 decimal places
27646,Lat,Not number from -90 to 90 with 4 decimal places
27649,Lat,Not number from -90 to 90 with 4 decimal places
27653,Lat,Not number from -90 to 90 with 4 decimal places
27656,Lat,Not number from -90 to 90 with 4 decimal places
27660,Lat,Not number from -90 to 90 with 4 decimal places
27663,Lat,Not number from -90 to 90 with 4 decimal places
27665,Lat,Not number from -90 to 90 with 4 decimal places
27666,Lat,Not number from -90 to 90 with 4 decimal places
27667,Lat,Not number from -90 to 90 with 4 decimal places
27685,Lat,Not number from -90 to 90 with 4 decimal places
27687,Lat,Not number from -90 to 90 with 4 decimal places
27695,Lat,Not number from -90 to 90 with 4 decimal places
27700,Lat,Not number from -90 to 90 with 4 decimal places
27701,Lat,Not number from -90 to 90 with 4 decimal places
27707,Lat,Not number from -90 to 90 with 4 decimal places
27724,Lat,Not number from -90 to 90 with 4 decimal places
27725,Lat,Not number from -90 to 90 with 4 decimal places
27727,Lat,Not number from -90 to 90 with 4 decimal places
27732,Lat,Not number from -90 to 90 with 4 decimal places
27740,Lat,Not number from -90 to 90 with 4 decimal places
27746,Lat,Not number from -90 to 90 with 4 decimal places
27749,Lat,Not number from -90 to 90 with 4 decimal places
27752,Lat,Not number from -90 to 90 with 4 decimal places
27753,Lat,Not number from -90 to 90 with 4 decimal places
27754,Lat,Not number from -90 to 90 with 4 decimal places
27763,Lat,Not number from -90 to 90 with 4 decimal places
27769,Lat,Not number from -90 to 90 with 4 decimal places
27771,Lat,Not number from -90 to 90 with 4 decimal places
27774,Lat,Not number from -90 to 90 with 4 decimal places
27776,Lat,Not number from -90 to 90 with 4 decimal places
27778,Lat,Not number from -90 to 90 with 4 decimal places
27785,Lat,Not number from -90 to 90 with 4 decimal places
27790,Lat,Not number from -90 to 90 with 4 decimal places
27793,Lat,Not number from -90 to 90 with 4 decimal places
27796,Lat,Not number from -90 to 90 with 4 decimal places
27798,Lat,Not number from -90 to 90 with 4 decimal places
27799,Lat,Not number from -90 to 90 with 4 decimal places
27801,Lat,Not number from -90 to 90 with 4 decimal places
27802,Lat,Not number from -90 to 90 with 4 decimal places
27804,Lat,Not number from -90 to 90 with 4 decimal places
27805,Lat,Not number from -90 to 90 with 4 decimal places
27806,Lat,Not number from -90 to 90 with 4 decimal places
27808,Lat,Not number from -90 to 90 with 4 decimal places
27809,Lat,Not number from -90 to 90 with 4 decimal places
27810,Lat,Not number from -90 to 90 with 4 decimal places
27813,Lat,Not number from -90 to 90 with 4 decimal places
27814,Lat,Not number from -90 to 90 with 4 decimal places
27817,Lat,Not number from -90 to 90 with 4 decimal places
27818,Lat,Not number from -90 to 90 with 4 decimal places
27822,Lat,Not number from -90 to 90 with 4 decimal places
27827,Lat,Not number from -90 to 90 with 4 decimal places
27836,Lat,Not number from -90 to 90 with 4 decimal places
27837,Lat,Not number from -90 to 90 with 4 decimal places
27840,Lat,Not number from -90 to 90 with 4 decimal places
27841,Lat,Not number from -90 to 90 with 4 decimal places
27843,Lat,Not number from -90 to 90 with 4 decimal places
27844,Lat,Not number from -90 to 90 with 4 decimal places
27846,Lat,Not number from -90 to 90 with 4 decimal places
27847,Lat,Not number from -90 to 90 with 4 decimal places
27852,Lat,Not number from -90 to 90 with 4 decimal places
27857,Lat,Not number from -90 to 90 with 4 decimal places
27862,Lat,Not number from -90 to 90 with 4 decimal places
27864,Lat,Not number from -90 to 90 with 4 decimal places
27867,Lat,Not number from -90 to 90 with 4 decimal places
27870,Lat,Not number from -90 to 90 with 4 decimal places
27872,Lat,Not number from -90 to 90 with 4 decimal places
27873,Lat,Not number from -90 to 90 with 4 decimal places
27874,Lat,Not number from -90 to 90 with 4 decimal places
27877,Lat,Not number from -90 to 90 with 4 decimal places
27879,Lat,Not number from -90 to 90 with 4 decimal places
27881,Lat,Not number from -90 to 90 with 4 decimal places
27889,Lat,Not number from -90 to 90 with 4 decimal places
27890,Lat,Not number from -90 to 90 with 4 decimal places
27891,Lat,Not number from -90 to 90 with 4 decimal places
27893,Lat,Not number from -90 to 90 with 4 decimal places
27894,Lat,Not number from -90 to 90 with 4 decimal places
27895,Lat,Not number from -90 to 90 with 4 decimal places
27896,Lat,Not number from -90 to 90 with 4 decimal places
27898,Lat,Not number from -90 to 90 with 4 decimal places
27899,Lat,Not number from -90 to 90 with 4 decimal places
27900,Lat,Not number from -90 to 90 with 4 decimal places
27902,Lat,Not number from -90 to 90 with 4 decimal places
27906,Lat,Not number from -90 to 90 with 4 decimal places
27907,Lat,Not number from -90 to 90 with 4 decimal places
27910,Lat,Not number from -90 to 90 with 4 decimal places
27914,Lat,Not number from -90 to 90 with 4 decimal places
27917,Lat,Not number from -90 to 90 with 4 decimal places
27921,Lat,Not number from -90 to 90 with 4 decimal places
27924,Lat,Not number from -90 to 90 with 4 decimal places
27926,Lat,Not number from -90 to 90 with 4 decimal places
27927,Lat,Not number from -90 to 90 with 4 decimal places
27928,Lat,Not number from -90 to 90 with 4 decimal places
27946,Lat,Not number from -90 to 90 with 4 decimal places
27948,Lat,Not number from -90 to 90 with 4 decimal places
27956,Lat,Not number from -90 to 90 with 4 decimal places
27961,Lat,Not number from -90 to 90 with 4 decimal places
27962,Lat,Not number from -90 to 90 with 4 decimal places
27968,Lat,Not number from -90 to 90 with 4 decimal places
27973,Lat,Not number from -90 to 90 with 4 decimal places
27985,Lat,Not number from -90 to 90 with 4 decimal places
27986,Lat,Not number from -90 to 90 with 4 decimal places
27988,Lat,Not number from -90 to 90 with 4 decimal places
27993,Lat,Not number from -90 to 90 with 4 decimal places
28001,Lat,Not number from -90 to 90 with 4 decimal places
28007,Lat,Not number from -90 to 90 with 4 decimal places
28010,Lat,Not number from -90 to 90 with 4 decimal places
28013,Lat,Not number from -90 to 90 with 4 decimal places
28014,Lat,Not number from -90 to 90 with 4 decimal places
28015,Lat,Not number from -90 to 90 with 4 decimal places
28016,Lat,Not number from -90 to 90 with 4 decimal places
28024,Lat,Not number from -90 to 90 with 4 decimal places
28030,Lat,Not number from -90 to 90 with 4 decimal places
28032,Lat,Not number from -90 to 90 with 4 decimal places
28035,Lat,Not number from -90 to 90 with 4 decimal places
28037,Lat,Not number from -90 to 90 with 4 decimal places
28039,Lat,Not number from -90 to 90 with 4 decimal places
28046,Lat,Not number from -90 to 90 with 4 decimal places
28051,Lat,Not number from -90 to 90 with 4 decimal places
28054,Lat,Not number from -90 to 90 with 4 decimal places
28057,Lat,Not number from -90 to 90 with 4 decimal places
28059,Lat,Not number from -90 to 90 with 4 decimal places
28060,Lat,Not number from -90 to 90 with 4 decimal places
28062,Lat,Not number from -90 to 90 with 4 decimal places
28063,Lat,Not number from -90 to 90 with 4 decimal places
28065,Lat,Not number from -90 to 90 with 4 decimal places
28066,Lat,Not number from -90 to 90 with 4 decimal places
28069,Lat,Not number from -90 to 90 with 4 decimal places
28070,Lat,Not number from -90 to 90 with 4 decimal places
28071,Lat,Not number from -90 to 90 with 4 decimal places
28074,Lat,Not number from -90 to 90 with 4 decimal places
28075,Lat,Not number from -90 to 90 with 4 decimal places
28078,Lat,Not number from -90 to 90 with 4 decimal places
28079,Lat,Not number from -90 to 90 with 4 decimal places
28083,Lat,Not number from -90 to 90 with 4 decimal places
28088,Lat,Not number from -90 to 90 with 4 decimal places
28097,Lat,Not number from -90 to 90 with 4 decimal places
28098,Lat,Not number from -90 to 90 with 4 decimal places
28099,Lat,Not number from -90 to 90 with 4 decimal places
28101,Lat,Not number from -90 to 90 with 4 decimal places
28102,Lat,Not number from -90 to 90 with 4 decimal places
28104,Lat,Not number from -90 to 90 with 4 decimal places
28105,Lat,Not number from -90 to 90 with 4 decimal places
28107,Lat,Not number from -90 to 90 with 4 decimal places
28108,Lat,Not number from -90 to 90 with 4 decimal places
28113,Lat,Not number from -90 to 90 with 4 decimal places
28115,Lat,Not number from -90 to 90 with 4 decimal places
28118,Lat,Not number from -90 to 90 with 4 decimal places
28123,Lat,Not number from -90 to 90 with 4 decimal places
28125,Lat,Not number from -90 to 90 with 4 decimal places
28127,Lat,Not number from -90 to 90 with 4 decimal places
28128,Lat,Not number from -90 to 90 with 4 decimal places
28131,Lat,Not number from -90 to 90 with 4 decimal places
28133,Lat,Not number from -90 to 90 with 4 decimal places
28134,Lat,Not number from -90 to 90 with 4 decimal places
28135,Lat,Not number from -90 to 90 with 4 decimal places
28138,Lat,Not number from -90 to 90 with 4 decimal places
28140,Lat,Not number from -90 to 90 with 4 decimal places
28142,Lat,Not number from -90 to 90 with 4 decimal places
28148,Lat,Not number from -90 to 90 with 4 decimal places
28151,Lat,Not number from -90 to 90 with 4 decimal places
28152,Lat,Not number from -90 to 90 with 4 decimal places
28154,Lat,Not number from -90 to 90 with 4 decimal places
28155,Lat,Not number from -90 to 90 with 4 decimal places
28156,Lat,Not number from -90 to 90 with 4 decimal places
28157,Lat,Not number from -90 to 90 with 4 decimal places
28159,Lat,Not number from -90 to 90 with 4 decimal places
28160,Lat,Not number from -90 to 90 with 4 decimal places
28161,Lat,Not number from -90 to 90 with 4 decimal places
28163,Lat,Not number from -90 to 90 with 4 decimal places
28167,Lat,Not number from -90 to 90 with 4 decimal places
28168,Lat,Not number from -90 to 90 with 4 decimal places
28171,Lat,Not number from -90 to 90 with 4 decimal places
28175,Lat,Not number from -90 to 90 with 4 decimal places
28178,Lat,Not number from -90 to 90 with 4 decimal places
28182,Lat,Not number from -90 to 90 with 4 decimal places
28185,Lat,Not number from -90 to 90 with 4 decimal places
28187,Lat,Not number from -90 to 90 with 4 decimal places
28188,Lat,Not number from -90 to 90 with 4 decimal places
28189,Lat,Not number from -90 to 90 with 4 decimal places
28195,Lat,Not number from -90 to 90 with 4 decimal places
28207,Lat,Not number from -90 to 90 with 4 decimal places
28209,Lat,Not number from -90 to 90 with 4 decimal places
28217,Lat,Not number from -90 to 90 with 4 decimal places
28222,Lat,Not number from -90 to 90 with 4 decimal places
28223,Lat,Not number from -90 to 90 with 4 decimal places
28229,Lat,Not number from -90 to 90 with 4 decimal places
28238,Lat,Not number from -90 to 90 with 4 decimal places
28246,Lat,Not number from -90 to 90 with 4 decimal places
28247,Lat,Not number from -90 to 90 with 4 decimal places
28249,Lat,Not number from -90 to 90 with 4 decimal places
28254,Lat,Not number from -90 to 90 with 4 decimal places
28262,Lat,Not number from -90 to 90 with 4 decimal places
28268,Lat,Not number from -90 to 90 with 4 decimal places
28271,Lat,Not number from -90 to 90 with 4 decimal places
28274,Lat,Not number from -90 to 90 with 4 decimal places
28275,Lat,Not number from -90 to 90 with 4 decimal places
28276,Lat,Not number from -90 to 90 with 4 decimal places
28280,Lat,Not number from -90 to 90 with 4 decimal places
28285,Lat,Not number from -90 to 90 with 4 decimal places
28291,Lat,Not number from -90 to 90 with 4 decimal places
28293,Lat,Not number from -90 to 90 with 4 decimal places
28296,Lat,Not number from -90 to 90 with 4 decimal places
28298,Lat,Not number from -90 to 90 with 4 decimal places
28300,Lat,Not number from -90 to 90 with 4 decimal places
28307,Lat,Not number from -90 to 90 with 4 decimal places
28312,Lat,Not number from -90 to 90 with 4 decimal places
28315,Lat,Not number from -90 to 90 with 4 decimal places
28318,Lat,Not number from -90 to 90 with 4 decimal places
28321,Lat,Not number from -90 to 90 with 4 decimal places
28323,Lat,Not number from -90 to 90 with 4 decimal places
28324,Lat,Not number from -90 to 90 with 4 decimal places
28326,Lat,Not number from -90 to 90 with 4 decimal places
28327,Lat,Not number from -90 to 90 with 4 decimal places
28330,Lat,Not number from -90 to 90 with 4 decimal places
28331,Lat,Not number from -90 to 90 with 4 decimal places
28332,Lat,Not number from -90 to 90 with 4 decimal places
28335,Lat,Not number from -90 to 90 with 4 decimal places
28336,Lat,Not number from -90 to 90 with 4 decimal places
28339,Lat,Not number from -90 to 90 with 4 decimal places
28340,Lat,Not number from -90 to 90 with 4 decimal places
28344,Lat,Not number from -90 to 90 with 4 decimal places
28349,Lat,Not number from -90 to 90 with 4 decimal places
28358,Lat,Not number from -90 to 90 with 4 decimal places
28359,Lat,Not number from -90 to 90 with 4 decimal places
28360,Lat,Not number from -90 to 90 with 4 decimal places
28362,Lat,Not number from -90 to 90 with 4 decimal places
28363,Lat,Not number from -90 to 90 with 4 decimal places
28365,Lat,Not number from -90 to 90 with 4 decimal places
28366,Lat,Not number from -90 to 90 with 4 decimal places
28368,Lat,Not number from -90 to 90 with 4 decimal places
28369,Lat,Not number from -90 to 90 with 4 decimal places
28374,Lat,Not number from -90 to 90 with 4 decimal places
28379,Lat,Not number from -90 to 90 with 4 decimal places
28384,Lat,Not number from -90 to 90 with 4 decimal places
28386,Lat,Not number from -90 to 90 with 4 decimal places
28388,Lat,Not number from -90 to 90 with 4 decimal places
28389,Lat,Not number from -90 to 90 with 4 decimal places
28392,Lat,Not number from -90 to 90 with 4 decimal places
28394,Lat,Not number from -90 to 90 with 4 decimal places
28395,Lat,Not number from -90 to 90 with 4 decimal places
28396,Lat,Not number from -90 to 90 with 4 decimal places
28399,Lat,Not number from -90 to 90 with 4 decimal places
28401,Lat,Not number from -90 to 90 with 4 decimal places
28403,Lat,Not number from -90 to 90 with 4 decimal places
28409,Lat,Not number from -90 to 90 with 4 decimal places
28412,Lat,Not number from -90 to 90 with 4 decimal places
28413,Lat,Not number from -90 to 90 with 4 decimal places
28415,Lat,Not number from -90 to 90 with 4 decimal places
28416,Lat,Not number from -90 to 90 with 4 decimal places
28417,Lat,Not number from -90 to 90 with 4 decimal places
28418,Lat,Not number from -90 to 90 with 4 decimal places
28420,Lat,Not number from -90 to 90 with 4 decimal places
28421,Lat,Not number from -90 to 90 with 4 decimal places
28422,Lat,Not number from -90 to 90 with 4 decimal places
28424,Lat,Not number from -90 to 90 with 4 decimal places
28428,Lat,Not number from -90 to 90 with 4 decimal places
28429,Lat,Not number from -90 to 90 with 4 decimal places
28432,Lat,Not number from -90 to 90 with 4 decimal places
28436,Lat,Not number from -90 to 90 with 4 decimal places
28439,Lat,Not number from -90 to 90 with 4 decimal places
28443,Lat,Not number from -90 to 90 with 4 decimal places
28446,Lat,Not number from -90 to 90 with 4 decimal places
28448,Lat,Not number from -90 to 90 with 4 decimal places
28449,Lat,Not number from -90 to 90 with 4 decimal places
28450,Lat,Not number from -90 to 90 with 4 decimal places
28468,Lat,Not number from -90 to 90 with 4 decimal places
28470,Lat,Not number from -90 to 90 with 4 decimal places
28478,Lat,Not number from -90 to 90 with 4 decimal places
28483,Lat,Not number from -90 to 90 with 4 decimal places
28484,Lat,Not number from -90 to 90 with 4 decimal places
28489,Lat,Not number from -90 to 90 with 4 decimal places
28490,Lat,Not number from -90 to 90 with 4 decimal places
28507,Lat,Not number from -90 to 90 with 4 decimal places
28508,Lat,Not number from -90 to 90 with 4 decimal places
28510,Lat,Not number from -90 to 90 with 4 decimal places
28515,Lat,Not number from -90 to 90 with 4 decimal places
28523,Lat,Not number from -90 to 90 with 4 decimal places
28527,Lat,Not number from -90 to 90 with 4 decimal places
28529,Lat,Not number from -90 to 90 with 4 decimal places
28532,Lat,Not number from -90 to 90 with 4 decimal places
28535,Lat,Not number from -90 to 90 with 4 decimal places
28536,Lat,Not number from -90 to 90 with 4 decimal places
28537,Lat,Not number from -90 to 90 with 4 decimal places
28546,Lat,Not number from -90 to 90 with 4 decimal places
28552,Lat,Not number from -90 to 90 with 4 decimal places
28554,Lat,Not number from -90 to 90 with 4 decimal places
28557,Lat,Not number from -90 to 90 with 4 decimal places
28559,Lat,Not number from -90 to 90 with 4 decimal places
28561,Lat,Not number from -90 to 90 with 4 decimal places
28568,Lat,Not number from -90 to 90 with 4 decimal places
28573,Lat,Not number from -90 to 90 with 4 decimal places
28576,Lat,Not number from -90 to 90 with 4 decimal places
28579,Lat,Not number from -90 to 90 with 4 decimal places
28581,Lat,Not number from -90 to 90 with 4 decimal places
28582,Lat,Not number from -90 to 90 with 4 decimal places
28584,Lat,Not number from -90 to 90 with 4 decimal places
28585,Lat,Not number from -90 to 90 with 4 decimal places
28587,Lat,Not number from -90 to 90 with 4 decimal places
28588,Lat,Not number from -90 to 90 with 4 decimal places
28591,Lat,Not number from -90 to 90 with 4 decimal places
28592,Lat,Not number from -90 to 90 with 4 decimal places
28593,Lat,Not number from -90 to 90 with 4 decimal places
28596,Lat,Not number from -90 to 90 with 4 decimal places
28597,Lat,Not number from -90 to 90 with 4 decimal places
28600,Lat,Not number from -90 to 90 with 4 decimal places
28601,Lat,Not number from -90 to 90 with 4 decimal places
28605,Lat,Not number from -90 to 90 with 4 decimal places
28610,Lat,Not number from -90 to 90 with 4 decimal places
28619,Lat,Not number from -90 to 90 with 4 decimal places
28620,Lat,Not number from -90 to 90 with 4 decimal places
28621,Lat,Not number from -90 to 90 with 4 decimal places
28623,Lat,Not number from -90 to 90 with 4 decimal places
28624,Lat,Not number from -90 to 90 with 4 decimal places
28626,Lat,Not number from -90 to 90 with 4 decimal places
28627,Lat,Not number from -90 to 90 with 4 decimal places
28629,Lat,Not number from -90 to 90 with 4 decimal places
28630,Lat,Not number from -90 to 90 with 4 decimal places
28635,Lat,Not number from -90 to 90 with 4 decimal places
28640,Lat,Not number from -90 to 90 with 4 decimal places
28647,Lat,Not number from -90 to 90 with 4 decimal places
28649,Lat,Not number from -90 to 90 with 4 decimal places
28650,Lat,Not number from -90 to 90 with 4 decimal places
28653,Lat,Not number from -90 to 90 with 4 decimal places
28655,Lat,Not number from -90 to 90 with 4 decimal places
28656,Lat,Not number from -90 to 90 with 4 decimal places
28657,Lat,Not number from -90 to 90 with 4 decimal places
28660,Lat,Not number from -90 to 90 with 4 decimal places
28662,Lat,Not number from -90 to 90 with 4 decimal places
28664,Lat,Not number from -90 to 90 with 4 decimal places
28670,Lat,Not number from -90 to 90 with 4 decimal places
28673,Lat,Not number from -90 to 90 with 4 decimal places
28674,Lat,Not number from -90 to 90 with 4 decimal places
28676,Lat,Not number from -90 to 90 with 4 decimal places
28677,Lat,Not number from -90 to 90 with 4 decimal places
28678,Lat,Not number from -90 to 90 with 4 decimal places
28679,Lat,Not number from -90 to 90 with 4 decimal places
28681,Lat,Not number from -90 to 90 with 4 decimal places
28682,Lat,Not number from -90 to 90 with 4 decimal places
28683,Lat,Not number from -90 to 90 with 4 decimal places
28685,Lat,Not number from -90 to 90 with 4 decimal places
28689,Lat,Not number from -90 to 90 with 4 decimal places
28690,Lat,Not number from -90 to 90 with 4 decimal places
28693,Lat,Not number from -90 to 90 with 4 decimal places
28697,Lat,Not number from -90 to 90 with 4 decimal places
28700,Lat,Not number from -90 to 90 with 4 decimal places
28704,Lat,Not number from -90 to 90 with 4 decimal places
28707,Lat,Not number from -90 to 90 with 4 decimal places
28709,Lat,Not number from -90 to 90 with 4 decimal places
28710,Lat,Not number from -90 to 90 with 4 decimal places
28711,Lat,Not number from -90 to 90 with 4 decimal places
28715,Lat,Not number from -90 to 90 with 4 decimal places
28729,Lat,Not number from -90 to 90 with 4 decimal places
28731,Lat,Not number from -90 to 90 with 4 decimal places
28739,Lat,Not number from -90 to 90 with 4 decimal places
28744,Lat,Not number from -90 to 90 with 4 decimal places
28745,Lat,Not number from -90 to 90 with 4 decimal places
28751,Lat,Not number from -90 to 90 with 4 decimal places
28752,Lat,Not number from -90 to 90 with 4 decimal places
28768,Lat,Not number from -90 to 90 with 4 decimal places
28769,Lat,Not number from -90 to 90 with 4 decimal places
28771,Lat,Not number from -90 to 90 with 4 decimal places
28776,Lat,Not number from -90 to 90 with 4 decimal places
28784,Lat,Not number from -90 to 90 with 4 decimal places
28787,Lat,Not number from -90 to 90 with 4 decimal places
28790,Lat,Not number from -90 to 90 with 4 decimal places
28793,Lat,Not number from -90 to 90 with 4 decimal places
28796,Lat,Not number from -90 to 90 with 4 decimal places
28797,Lat,Not number from -90 to 90 with 4 decimal places
28798,Lat,Not number from -90 to 90 with 4 decimal places
28807,Lat,Not number from -90 to 90 with 4 decimal places
28813,Lat,Not number from -90 to 90 with 4 decimal places
28815,Lat,Not number from -90 to 90 with 4 decimal places
28818,Lat,Not number from -90 to 90 with 4 decimal places
28819,Lat,Not number from -90 to 90 with 4 decimal places
28820,Lat,Not number from -90 to 90 with 4 decimal places
28822,Lat,Not number from -90 to 90 with 4 decimal places
28827,Lat,Not number from -90 to 90 with 4 decimal places
28829,Lat,Not number from -90 to 90 with 4 decimal places
28834,Lat,Not number from -90 to 90 with 4 decimal places
28837,Lat,Not number from -90 to 90 with 4 decimal places
28840,Lat,Not number from -90 to 90 with 4 decimal places
28842,Lat,Not number from -90 to 90 with 4 decimal places
28843,Lat,Not number from -90 to 90 with 4 decimal places
28845,Lat,Not number from -90 to 90 with 4 decimal places
28846,Lat,Not number from -90 to 90 with 4 decimal places
28848,Lat,Not number from -90 to 90 with 4 decimal places
28849,Lat,Not number from -90 to 90 with 4 decimal places
28852,Lat,Not number from -90 to 90 with 4 decimal places
28853,Lat,Not number from -90 to 90 with 4 decimal places
28854,Lat,Not number from -90 to 90 with 4 decimal places
28857,Lat,Not number from -90 to 90 with 4 decimal places
28858,Lat,Not number from -90 to 90 with 4 decimal places
28861,Lat,Not number from -90 to 90 with 4 decimal places
28862,Lat,Not number from -90 to 90 with 4 decimal places
28866,Lat,Not number from -90 to 90 with 4 decimal places
28871,Lat,Not number from -90 to 90 with 4 decimal places
28880,Lat,Not number from -90 to 90 with 4 decimal places
28881,Lat,Not number from -90 to 90 with 4 decimal places
28882,Lat,Not number from -90 to 90 with 4 decimal places
28884,Lat,Not number from -90 to 90 with 4 decimal places
28885,Lat,Not number from -90 to 90 with 4 decimal places
28887,Lat,Not number from -90 to 90 with 4 decimal places
28888,Lat,Not number from -90 to 90 with 4 decimal places
28890,Lat,Not number from -90 to 90 with 4 decimal places
28891,Lat,Not number from -90 to 90 with 4 decimal places
28896,Lat,Not number from -90 to 90 with 4 decimal places
28901,Lat,Not number from -90 to 90 with 4 decimal places
28906,Lat,Not number from -90 to 90 with 4 decimal places
28908,Lat,Not number from -90 to 90 with 4 decimal places
28910,Lat,Not number from -90 to 90 with 4 decimal places
28911,Lat,Not number from -90 to 90 with 4 decimal places
28914,Lat,Not number from -90 to 90 with 4 decimal places
28916,Lat,Not number from -90 to 90 with 4 decimal places
28917,Lat,Not number from -90 to 90 with 4 decimal places
28918,Lat,Not number from -90 to 90 with 4 decimal places
28921,Lat,Not number from -90 to 90 with 4 decimal places
28923,Lat,Not number from -90 to 90 with 4 decimal places
28925,Lat,Not number from -90 to 90 with 4 decimal places
28931,Lat,Not number from -90 to 90 with 4 decimal places
28934,Lat,Not number from -90 to 90 with 4 decimal places
28935,Lat,Not number from -90 to 90 with 4 decimal places
28937,Lat,Not number from -90 to 90 with 4 decimal places
28938,Lat,Not number from -90 to 90 with 4 decimal places
28939,Lat,Not number from -90 to 90 with 4 decimal places
28940,Lat,Not number from -90 to 90 with 4 decimal places
28942,Lat,Not number from -90 to 90 with 4 decimal places
28943,Lat,Not number from -90 to 90 with 4 decimal places
28944,Lat,Not number from -90 to 90 with 4 decimal places
28946,Lat,Not number from -90 to 90 with 4 decimal places
28950,Lat,Not number from -90 to 90 with 4 decimal places
28951,Lat,Not number from -90 to 90 with 4 decimal places
28954,Lat,Not number from -90 to 90 with 4 decimal places
28958,Lat,Not number from -90 to 90 with 4 decimal places
28961,Lat,Not number from -90 to 90 with 4 decimal places
28965,Lat,Not number from -90 to 90 with 4 decimal places
28968,Lat,Not number from -90 to 90 with 4 decimal places
28970,Lat,Not number from -90 to 90 with 4 decimal places
28971,Lat,Not number from -90 to 90 with 4 decimal places
28972,Lat,Not number from -90 to 90 with 4 decimal places
28990,Lat,Not number from -90 to 90 with 4 decimal places
28992,Lat,Not number from -90 to 90 with 4 decimal places
28995,Lat,Not number from -90 to 90 with 4 decimal places
29005,Lat,Not number from -90 to 90 with 4 decimal places
29006,Lat,Not number from -90 to 90 with 4 decimal places
29012,Lat,Not number from -90 to 90 with 4 decimal places
29029,Lat,Not number from -90 to 90 with 4 decimal places
29030,Lat,Not number from -90 to 90 with 4 decimal places
29032,Lat,Not number from -90 to 90 with 4 decimal places
29037,Lat,Not number from -90 to 90 with 4 decimal places
29045,Lat,Not number from -90 to 90 with 4 decimal places
29051,Lat,Not number from -90 to 90 with 4 decimal places
29054,Lat,Not number from -90 to 90 with 4 decimal places
29057,Lat,Not number from -90 to 90 with 4 decimal places
29058,Lat,Not number from -90 to 90 with 4 decimal places
29059,Lat,Not number from -90 to 90 with 4 decimal places
29068,Lat,Not number from -90 to 90 with 4 decimal places
29074,Lat,Not number from -90 to 90 with 4 decimal places
29076,Lat,Not number from -90 to 90 with 4 decimal places
29079,Lat,Not number from -90 to 90 with 4 decimal places
29081,Lat,Not number from -90 to 90 with 4 decimal places
29083,Lat,Not number from -90 to 90 with 4 decimal places
29090,Lat,Not number from -90 to 90 with 4 decimal places
29095,Lat,Not number from -90 to 90 with 4 decimal places
29098,Lat,Not number from -90 to 90 with 4 decimal places
29101,Lat,Not number from -90 to 90 with 4 decimal places
29103,Lat,Not number from -90 to 90 with 4 decimal places
29104,Lat,Not number from -90 to 90 with 4 decimal places
29106,Lat,Not number from -90 to 90 with 4 decimal places
29107,Lat,Not number from -90 to 90 with 4 decimal places
29109,Lat,Not number from -90 to 90 with 4 decimal places
29110,Lat,Not number from -90 to 90 with 4 decimal places
29113,Lat,Not number from -90 to 90 with 4 decimal places
29114,Lat,Not number from -90 to 90 with 4 decimal places
29118,Lat,Not number from -90 to 90 with 4 decimal places
29119,Lat,Not number from -90 to 90 with 4 decimal places
29123,Lat,Not number from -90 to 90 with 4 decimal places
29127,Lat,Not number from -90 to 90 with 4 decimal places
29132,Lat,Not number from -90 to 90 with 4 decimal places
29141,Lat,Not number from -90 to 90 with 4 decimal places
29142,Lat,Not number from -90 to 90 with 4 decimal places
29143,Lat,Not number from -90 to 90 with 4 decimal places
29145,Lat,Not number from -90 to 90 with 4 decimal places
29146,Lat,Not number from -90 to 90 with 4 decimal places
29148,Lat,Not number from -90 to 90 with 4 decimal places
29149,Lat,Not number from -90 to 90 with 4 decimal places
29151,Lat,Not number from -90 to 90 with 4 decimal places
29152,Lat,Not number from -90 to 90 with 4 decimal places
29157,Lat,Not number from -90 to 90 with 4 decimal places
29162,Lat,Not number from -90 to 90 with 4 decimal places
29167,Lat,Not number from -90 to 90 with 4 decimal places
29169,Lat,Not number from -90 to 90 with 4 decimal places
29171,Lat,Not number from -90 to 90 with 4 decimal places
29172,Lat,Not number from -90 to 90 with 4 decimal places
29175,Lat,Not number from -90 to 90 with 4 decimal places
29177,Lat,Not number from -90 to 90 with 4 decimal places
29178,Lat,Not number from -90 to 90 with 4 decimal places
29179,Lat,Not number from -90 to 90 with 4 decimal places
29182,Lat,Not number from -90 to 90 with 4 decimal places
29184,Lat,Not number from -90 to 90 with 4 decimal places
29186,Lat,Not number from -90 to 90 with 4 decimal places
29195,Lat,Not number from -90 to 90 with 4 decimal places
29196,Lat,Not number from -90 to 90 with 4 decimal places
29198,Lat,Not number from -90 to 90 with 4 decimal places
29199,Lat,Not number from -90 to 90 with 4 decimal places
29200,Lat,Not number from -90 to 90 with 4 decimal places
29201,Lat,Not number from -90 to 90 with 4 decimal places
29203,Lat,Not number from -90 to 90 with 4 decimal places
29204,Lat,Not number from -90 to 90 with 4 decimal places
29205,Lat,Not number from -90 to 90 with 4 decimal places
29207,Lat,Not number from -90 to 90 with 4 decimal places
29211,Lat,Not number from -90 to 90 with 4 decimal places
29212,Lat,Not number from -90 to 90 with 4 decimal places
29215,Lat,Not number from -90 to 90 with 4 decimal places
29219,Lat,Not number from -90 to 90 with 4 decimal places
