ID,Column Name,Justification
41070,Deaths,Outlier (IQR method)
41072,Deaths,Outlier (IQR method)
41073,Deaths,Outlier (IQR method)
41074,Deaths,Outlier (IQR method)
41075,Deaths,Outlier (IQR method)
41080,Deaths,Outlier (IQR method)
41082,Deaths,Outlier (IQR method)
41086,Deaths,Outlier (IQR method)
41092,Deaths,Outlier (IQR method)
41097,Deaths,Outlier (IQR method)
41098,Deaths,Outlier (IQR method)
41099,Deaths,Outlier (IQR method)
41102,Deaths,Outlier (IQR method)
41104,Deaths,Outlier (IQR method)
41105,Deaths,Outlier (IQR method)
41107,Deaths,Outlier (IQR method)
41108,Deaths,Outlier (IQR method)
41109,Deaths,Outlier (IQR method)
41110,Deaths,Outlier (IQR method)
41111,Deaths,Outlier (IQR method)
41112,Deaths,Outlier (IQR method)
41115,Deaths,Outlier (IQR method)
41117,Deaths,Outlier (IQR method)
41118,Deaths,Outlier (IQR method)
41119,Deaths,Outlier (IQR method)
41120,Deaths,Outlier (IQR method)
41127,Deaths,Outlier (IQR method)
41129,Deaths,Outlier (IQR method)
41132,Deaths,Outlier (IQR method)
41134,Deaths,Outlier (IQR method)
41135,Deaths,Outlier (IQR method)
41139,Deaths,Outlier (IQR method)
41145,Deaths,Outlier (IQR method)
41149,Deaths,Outlier (IQR method)
41150,Deaths,Outlier (IQR method)
41151,Deaths,Outlier (IQR method)
41152,Deaths,Outlier (IQR method)
41153,Deaths,Outlier (IQR method)
41154,Deaths,Outlier (IQR method)
41157,Deaths,Outlier (IQR method)
41158,Deaths,Outlier (IQR method)
41159,Deaths,Outlier (IQR method)
41160,Deaths,Outlier (IQR method)
41162,Deaths,Outlier (IQR method)
41163,Deaths,Outlier (IQR method)
41168,Deaths,Outlier (IQR method)
41169,Deaths,Outlier (IQR method)
41170,Deaths,Outlier (IQR method)
41174,Deaths,Outlier (IQR method)
41175,Deaths,Outlier (IQR method)
41176,Deaths,Outlier (IQR method)
41177,Deaths,Outlier (IQR method)
41179,Deaths,Outlier (IQR method)
41181,Deaths,Outlier (IQR method)
41189,Deaths,Outlier (IQR method)
41191,Deaths,Outlier (IQR method)
41192,Deaths,Outlier (IQR method)
41199,Deaths,Outlier (IQR method)
41201,Deaths,Outlier (IQR method)
41217,Deaths,Outlier (IQR method)
41235,Deaths,Outlier (IQR method)
41239,Deaths,Outlier (IQR method)
41241,Deaths,Outlier (IQR method)
41245,Deaths,Outlier (IQR method)
41246,Deaths,Outlier (IQR method)
41255,Deaths,Outlier (IQR method)
41256,Deaths,Outlier (IQR method)
41258,Deaths,Outlier (IQR method)
41259,Deaths,Outlier (IQR method)
41261,Deaths,Outlier (IQR method)
41262,Deaths,Outlier (IQR method)
41265,Deaths,Outlier (IQR method)
41266,Deaths,Outlier (IQR method)
41267,Deaths,Outlier (IQR method)
41269,Deaths,Outlier (IQR method)
41273,Deaths,Outlier (IQR method)
41274,Deaths,Outlier (IQR method)
41275,Deaths,Outlier (IQR method)
41280,Deaths,Outlier (IQR method)
41281,Deaths,Outlier (IQR method)
41282,Deaths,Outlier (IQR method)
41286,Deaths,Outlier (IQR method)
41300,Deaths,Outlier (IQR method)
41320,Deaths,Outlier (IQR method)
41322,Deaths,Outlier (IQR method)
41325,Deaths,Outlier (IQR method)
41326,Deaths,Outlier (IQR method)
41328,Deaths,Outlier (IQR method)
41331,Deaths,Outlier (IQR method)
41333,Deaths,Outlier (IQR method)
41334,Deaths,Outlier (IQR method)
41335,Deaths,Outlier (IQR method)
41336,Deaths,Outlier (IQR method)
41341,Deaths,Outlier (IQR method)
41353,Deaths,Outlier (IQR method)
41357,Deaths,Outlier (IQR method)
41358,Deaths,Outlier (IQR method)
41359,Deaths,Outlier (IQR method)
41360,Deaths,Outlier (IQR method)
41363,Deaths,Outlier (IQR method)
41365,Deaths,Outlier (IQR method)
41366,Deaths,Outlier (IQR method)
41368,Deaths,Outlier (IQR method)
41369,Deaths,Outlier (IQR method)
41370,Deaths,Outlier (IQR method)
41371,Deaths,Outlier (IQR method)
41372,Deaths,Outlier (IQR method)
41373,Deaths,Outlier (IQR method)
41374,Deaths,Outlier (IQR method)
41376,Deaths,Outlier (IQR method)
41378,Deaths,Outlier (IQR method)
41379,Deaths,Outlier (IQR method)
41380,Deaths,Outlier (IQR method)
41388,Deaths,Outlier (IQR method)
41390,Deaths,Outlier (IQR method)
41393,Deaths,Outlier (IQR method)
41395,Deaths,Outlier (IQR method)
41396,Deaths,Outlier (IQR method)
41400,Deaths,Outlier (IQR method)
41406,Deaths,Outlier (IQR method)
41410,Deaths,Outlier (IQR method)
41411,Deaths,Outlier (IQR method)
41412,Deaths,Outlier (IQR method)
41413,Deaths,Outlier (IQR method)
41414,Deaths,Outlier (IQR method)
41415,Deaths,Outlier (IQR method)
41418,Deaths,Outlier (IQR method)
41419,Deaths,Outlier (IQR method)
41420,Deaths,Outlier (IQR method)
41421,Deaths,Outlier (IQR method)
41422,Deaths,Outlier (IQR method)
41423,Deaths,Outlier (IQR method)
41424,Deaths,Outlier (IQR method)
41429,Deaths,Outlier (IQR method)
41430,Deaths,Outlier (IQR method)
41431,Deaths,Outlier (IQR method)
41435,Deaths,Outlier (IQR method)
41437,Deaths,Outlier (IQR method)
41438,Deaths,Outlier (IQR method)
41440,Deaths,Outlier (IQR method)
41442,Deaths,Outlier (IQR method)
41443,Deaths,Outlier (IQR method)
41450,Deaths,Outlier (IQR method)
41452,Deaths,Outlier (IQR method)
41453,Deaths,Outlier (IQR method)
41460,Deaths,Outlier (IQR method)
41462,Deaths,Outlier (IQR method)
41496,Deaths,Outlier (IQR method)
41500,Deaths,Outlier (IQR method)
41502,Deaths,Outlier (IQR method)
41506,Deaths,Outlier (IQR method)
41507,Deaths,Outlier (IQR method)
41516,Deaths,Outlier (IQR method)
41519,Deaths,Outlier (IQR method)
41520,Deaths,Outlier (IQR method)
41522,Deaths,Outlier (IQR method)
41523,Deaths,Outlier (IQR method)
41527,Deaths,Outlier (IQR method)
41528,Deaths,Outlier (IQR method)
41530,Deaths,Outlier (IQR method)
41534,Deaths,Outlier (IQR method)
41535,Deaths,Outlier (IQR method)
41536,Deaths,Outlier (IQR method)
41541,Deaths,Outlier (IQR method)
41543,Deaths,Outlier (IQR method)
41547,Deaths,Outlier (IQR method)
41561,Deaths,Outlier (IQR method)
41581,Deaths,Outlier (IQR method)
41583,Deaths,Outlier (IQR method)
41586,Deaths,Outlier (IQR method)
41587,Deaths,Outlier (IQR method)
41589,Deaths,Outlier (IQR method)
41592,Deaths,Outlier (IQR method)
41594,Deaths,Outlier (IQR method)
41595,Deaths,Outlier (IQR method)
41596,Deaths,Outlier (IQR method)
41602,Deaths,Outlier (IQR method)
41604,Deaths,Outlier (IQR method)
41614,Deaths,Outlier (IQR method)
41618,Deaths,Outlier (IQR method)
41620,Deaths,Outlier (IQR method)
41624,Deaths,Outlier (IQR method)
41626,Deaths,Outlier (IQR method)
41627,Deaths,Outlier (IQR method)
41629,Deaths,Outlier (IQR method)
41630,Deaths,Outlier (IQR method)
41631,Deaths,Outlier (IQR method)
41632,Deaths,Outlier (IQR method)
41633,Deaths,Outlier (IQR method)
41634,Deaths,Outlier (IQR method)
41635,Deaths,Outlier (IQR method)
41637,Deaths,Outlier (IQR method)
41639,Deaths,Outlier (IQR method)
41640,Deaths,Outlier (IQR method)
41641,Deaths,Outlier (IQR method)
41642,Deaths,Outlier (IQR method)
41649,Deaths,Outlier (IQR method)
41651,Deaths,Outlier (IQR method)
41654,Deaths,Outlier (IQR method)
41656,Deaths,Outlier (IQR method)
41657,Deaths,Outlier (IQR method)
41661,Deaths,Outlier (IQR method)
41667,Deaths,Outlier (IQR method)
41671,Deaths,Outlier (IQR method)
41672,Deaths,Outlier (IQR method)
41673,Deaths,Outlier (IQR method)
41674,Deaths,Outlier (IQR method)
41675,Deaths,Outlier (IQR method)
41676,Deaths,Outlier (IQR method)
41679,Deaths,Outlier (IQR method)
41680,Deaths,Outlier (IQR method)
41681,Deaths,Outlier (IQR method)
41682,Deaths,Outlier (IQR method)
41683,Deaths,Outlier (IQR method)
41684,Deaths,Outlier (IQR method)
41685,Deaths,Outlier (IQR method)
41690,Deaths,Outlier (IQR method)
41691,Deaths,Outlier (IQR method)
41692,Deaths,Outlier (IQR method)
41696,Deaths,Outlier (IQR method)
41697,Deaths,Outlier (IQR method)
41698,Deaths,Outlier (IQR method)
41699,Deaths,Outlier (IQR method)
41701,Deaths,Outlier (IQR method)
41703,Deaths,Outlier (IQR method)
41704,Deaths,Outlier (IQR method)
41711,Deaths,Outlier (IQR method)
41713,Deaths,Outlier (IQR method)
41714,Deaths,Outlier (IQR method)
41721,Deaths,Outlier (IQR method)
41723,Deaths,Outlier (IQR method)
41739,Deaths,Outlier (IQR method)
41757,Deaths,Outlier (IQR method)
41761,Deaths,Outlier (IQR method)
41763,Deaths,Outlier (IQR method)
41767,Deaths,Outlier (IQR method)
41777,Deaths,Outlier (IQR method)
41778,Deaths,Outlier (IQR method)
41780,Deaths,Outlier (IQR method)
41783,Deaths,Outlier (IQR method)
41784,Deaths,Outlier (IQR method)
41787,Deaths,Outlier (IQR method)
41788,Deaths,Outlier (IQR method)
41789,Deaths,Outlier (IQR method)
41791,Deaths,Outlier (IQR method)
41795,Deaths,Outlier (IQR method)
41796,Deaths,Outlier (IQR method)
41797,Deaths,Outlier (IQR method)
41802,Deaths,Outlier (IQR method)
41804,Deaths,Outlier (IQR method)
41808,Deaths,Outlier (IQR method)
41822,Deaths,Outlier (IQR method)
41842,Deaths,Outlier (IQR method)
41844,Deaths,Outlier (IQR method)
41847,Deaths,Outlier (IQR method)
41848,Deaths,Outlier (IQR method)
41850,Deaths,Outlier (IQR method)
41853,Deaths,Outlier (IQR method)
41855,Deaths,Outlier (IQR method)
41856,Deaths,Outlier (IQR method)
41857,Deaths,Outlier (IQR method)
41858,Deaths,Outlier (IQR method)
41863,Deaths,Outlier (IQR method)
41865,Deaths,Outlier (IQR method)
41875,Deaths,Outlier (IQR method)
41879,Deaths,Outlier (IQR method)
41880,Deaths,Outlier (IQR method)
41881,Deaths,Outlier (IQR method)
41882,Deaths,Outlier (IQR method)
41885,Deaths,Outlier (IQR method)
41887,Deaths,Outlier (IQR method)
41888,Deaths,Outlier (IQR method)
41890,Deaths,Outlier (IQR method)
41891,Deaths,Outlier (IQR method)
41892,Deaths,Outlier (IQR method)
41893,Deaths,Outlier (IQR method)
41894,Deaths,Outlier (IQR method)
41895,Deaths,Outlier (IQR method)
41896,Deaths,Outlier (IQR method)
41898,Deaths,Outlier (IQR method)
41900,Deaths,Outlier (IQR method)
41901,Deaths,Outlier (IQR method)
41902,Deaths,Outlier (IQR method)
41903,Deaths,Outlier (IQR method)
41910,Deaths,Outlier (IQR method)
41912,Deaths,Outlier (IQR method)
41915,Deaths,Outlier (IQR method)
41917,Deaths,Outlier (IQR method)
41918,Deaths,Outlier (IQR method)
41922,Deaths,Outlier (IQR method)
41928,Deaths,Outlier (IQR method)
41930,Deaths,Outlier (IQR method)
41932,Deaths,Outlier (IQR method)
41933,Deaths,Outlier (IQR method)
41934,Deaths,Outlier (IQR method)
41935,Deaths,Outlier (IQR method)
41936,Deaths,Outlier (IQR method)
41937,Deaths,Outlier (IQR method)
41940,Deaths,Outlier (IQR method)
41942,Deaths,Outlier (IQR method)
41943,Deaths,Outlier (IQR method)
41944,Deaths,Outlier (IQR method)
41945,Deaths,Outlier (IQR method)
41946,Deaths,Outlier (IQR method)
41952,Deaths,Outlier (IQR method)
41953,Deaths,Outlier (IQR method)
41957,Deaths,Outlier (IQR method)
41958,Deaths,Outlier (IQR method)
41959,Deaths,Outlier (IQR method)
41960,Deaths,Outlier (IQR method)
41962,Deaths,Outlier (IQR method)
41964,Deaths,Outlier (IQR method)
41965,Deaths,Outlier (IQR method)
41972,Deaths,Outlier (IQR method)
41974,Deaths,Outlier (IQR method)
41975,Deaths,Outlier (IQR method)
41984,Deaths,Outlier (IQR method)
42000,Deaths,Outlier (IQR method)
42018,Deaths,Outlier (IQR method)
42022,Deaths,Outlier (IQR method)
42024,Deaths,Outlier (IQR method)
42028,Deaths,Outlier (IQR method)
42029,Deaths,Outlier (IQR method)
42038,Deaths,Outlier (IQR method)
42039,Deaths,Outlier (IQR method)
42042,Deaths,Outlier (IQR method)
42044,Deaths,Outlier (IQR method)
42045,Deaths,Outlier (IQR method)
42048,Deaths,Outlier (IQR method)
42049,Deaths,Outlier (IQR method)
42050,Deaths,Outlier (IQR method)
42056,Deaths,Outlier (IQR method)
42057,Deaths,Outlier (IQR method)
42058,Deaths,Outlier (IQR method)
42063,Deaths,Outlier (IQR method)
42065,Deaths,Outlier (IQR method)
42069,Deaths,Outlier (IQR method)
42083,Deaths,Outlier (IQR method)
42103,Deaths,Outlier (IQR method)
42105,Deaths,Outlier (IQR method)
42108,Deaths,Outlier (IQR method)
42109,Deaths,Outlier (IQR method)
42111,Deaths,Outlier (IQR method)
42114,Deaths,Outlier (IQR method)
42116,Deaths,Outlier (IQR method)
42117,Deaths,Outlier (IQR method)
42118,Deaths,Outlier (IQR method)
42119,Deaths,Outlier (IQR method)
42124,Deaths,Outlier (IQR method)
42126,Deaths,Outlier (IQR method)
42136,Deaths,Outlier (IQR method)
42140,Deaths,Outlier (IQR method)
42141,Deaths,Outlier (IQR method)
42142,Deaths,Outlier (IQR method)
42143,Deaths,Outlier (IQR method)
42146,Deaths,Outlier (IQR method)
42148,Deaths,Outlier (IQR method)
42149,Deaths,Outlier (IQR method)
42151,Deaths,Outlier (IQR method)
42152,Deaths,Outlier (IQR method)
42153,Deaths,Outlier (IQR method)
42154,Deaths,Outlier (IQR method)
42155,Deaths,Outlier (IQR method)
42156,Deaths,Outlier (IQR method)
42157,Deaths,Outlier (IQR method)
42159,Deaths,Outlier (IQR method)
42161,Deaths,Outlier (IQR method)
42162,Deaths,Outlier (IQR method)
42163,Deaths,Outlier (IQR method)
42164,Deaths,Outlier (IQR method)
42171,Deaths,Outlier (IQR method)
42173,Deaths,Outlier (IQR method)
42176,Deaths,Outlier (IQR method)
42178,Deaths,Outlier (IQR method)
42179,Deaths,Outlier (IQR method)
42183,Deaths,Outlier (IQR method)
42189,Deaths,Outlier (IQR method)
42191,Deaths,Outlier (IQR method)
42193,Deaths,Outlier (IQR method)
42194,Deaths,Outlier (IQR method)
42195,Deaths,Outlier (IQR method)
42196,Deaths,Outlier (IQR method)
42197,Deaths,Outlier (IQR method)
42201,Deaths,Outlier (IQR method)
42202,Deaths,Outlier (IQR method)
42203,Deaths,Outlier (IQR method)
42204,Deaths,Outlier (IQR method)
42205,Deaths,Outlier (IQR method)
42206,Deaths,Outlier (IQR method)
42207,Deaths,Outlier (IQR method)
42212,Deaths,Outlier (IQR method)
42213,Deaths,Outlier (IQR method)
42214,Deaths,Outlier (IQR method)
42218,Deaths,Outlier (IQR method)
42219,Deaths,Outlier (IQR method)
42220,Deaths,Outlier (IQR method)
42221,Deaths,Outlier (IQR method)
42223,Deaths,Outlier (IQR method)
42225,Deaths,Outlier (IQR method)
42226,Deaths,Outlier (IQR method)
42233,Deaths,Outlier (IQR method)
42235,Deaths,Outlier (IQR method)
42236,Deaths,Outlier (IQR method)
42243,Deaths,Outlier (IQR method)
42245,Deaths,Outlier (IQR method)
42261,Deaths,Outlier (IQR method)
42279,Deaths,Outlier (IQR method)
42283,Deaths,Outlier (IQR method)
42285,Deaths,Outlier (IQR method)
42289,Deaths,Outlier (IQR method)
42290,Deaths,Outlier (IQR method)
42299,Deaths,Outlier (IQR method)
42300,Deaths,Outlier (IQR method)
42302,Deaths,Outlier (IQR method)
42303,Deaths,Outlier (IQR method)
42305,Deaths,Outlier (IQR method)
42306,Deaths,Outlier (IQR method)
42309,Deaths,Outlier (IQR method)
42310,Deaths,Outlier (IQR method)
42311,Deaths,Outlier (IQR method)
42313,Deaths,Outlier (IQR method)
42317,Deaths,Outlier (IQR method)
42318,Deaths,Outlier (IQR method)
42319,Deaths,Outlier (IQR method)
42324,Deaths,Outlier (IQR method)
42326,Deaths,Outlier (IQR method)
42330,Deaths,Outlier (IQR method)
42344,Deaths,Outlier (IQR method)
42364,Deaths,Outlier (IQR method)
42366,Deaths,Outlier (IQR method)
42369,Deaths,Outlier (IQR method)
42370,Deaths,Outlier (IQR method)
42372,Deaths,Outlier (IQR method)
42375,Deaths,Outlier (IQR method)
42377,Deaths,Outlier (IQR method)
42378,Deaths,Outlier (IQR method)
42379,Deaths,Outlier (IQR method)
42380,Deaths,Outlier (IQR method)
42385,Deaths,Outlier (IQR method)
42387,Deaths,Outlier (IQR method)
42397,Deaths,Outlier (IQR method)
42401,Deaths,Outlier (IQR method)
42402,Deaths,Outlier (IQR method)
42403,Deaths,Outlier (IQR method)
42404,Deaths,Outlier (IQR method)
42407,Deaths,Outlier (IQR method)
42409,Deaths,Outlier (IQR method)
42412,Deaths,Outlier (IQR method)
42413,Deaths,Outlier (IQR method)
42414,Deaths,Outlier (IQR method)
42415,Deaths,Outlier (IQR method)
42416,Deaths,Outlier (IQR method)
42417,Deaths,Outlier (IQR method)
42418,Deaths,Outlier (IQR method)
42420,Deaths,Outlier (IQR method)
42422,Deaths,Outlier (IQR method)
42423,Deaths,Outlier (IQR method)
42424,Deaths,Outlier (IQR method)
42425,Deaths,Outlier (IQR method)
42432,Deaths,Outlier (IQR method)
42434,Deaths,Outlier (IQR method)
42439,Deaths,Outlier (IQR method)
42440,Deaths,Outlier (IQR method)
42444,Deaths,Outlier (IQR method)
42450,Deaths,Outlier (IQR method)
42452,Deaths,Outlier (IQR method)
42454,Deaths,Outlier (IQR method)
42455,Deaths,Outlier (IQR method)
42456,Deaths,Outlier (IQR method)
42457,Deaths,Outlier (IQR method)
42458,Deaths,Outlier (IQR method)
42459,Deaths,Outlier (IQR method)
42462,Deaths,Outlier (IQR method)
42463,Deaths,Outlier (IQR method)
42464,Deaths,Outlier (IQR method)
42465,Deaths,Outlier (IQR method)
42466,Deaths,Outlier (IQR method)
42467,Deaths,Outlier (IQR method)
42468,Deaths,Outlier (IQR method)
42473,Deaths,Outlier (IQR method)
42474,Deaths,Outlier (IQR method)
42475,Deaths,Outlier (IQR method)
42479,Deaths,Outlier (IQR method)
42480,Deaths,Outlier (IQR method)
42481,Deaths,Outlier (IQR method)
42482,Deaths,Outlier (IQR method)
42484,Deaths,Outlier (IQR method)
42486,Deaths,Outlier (IQR method)
42487,Deaths,Outlier (IQR method)
42494,Deaths,Outlier (IQR method)
42496,Deaths,Outlier (IQR method)
42497,Deaths,Outlier (IQR method)
42527,Deaths,Outlier (IQR method)
42540,Deaths,Outlier (IQR method)
42544,Deaths,Outlier (IQR method)
42546,Deaths,Outlier (IQR method)
42550,Deaths,Outlier (IQR method)
42551,Deaths,Outlier (IQR method)
42560,Deaths,Outlier (IQR method)
42561,Deaths,Outlier (IQR method)
42563,Deaths,Outlier (IQR method)
42564,Deaths,Outlier (IQR method)
42566,Deaths,Outlier (IQR method)
42567,Deaths,Outlier (IQR method)
42570,Deaths,Outlier (IQR method)
42571,Deaths,Outlier (IQR method)
42572,Deaths,Outlier (IQR method)
42574,Deaths,Outlier (IQR method)
42578,Deaths,Outlier (IQR method)
42579,Deaths,Outlier (IQR method)
42580,Deaths,Outlier (IQR method)
42585,Deaths,Outlier (IQR method)
42587,Deaths,Outlier (IQR method)
42588,Deaths,Outlier (IQR method)
42591,Deaths,Outlier (IQR method)
42605,Deaths,Outlier (IQR method)
42625,Deaths,Outlier (IQR method)
42627,Deaths,Outlier (IQR method)
42630,Deaths,Outlier (IQR method)
42631,Deaths,Outlier (IQR method)
42633,Deaths,Outlier (IQR method)
42636,Deaths,Outlier (IQR method)
42638,Deaths,Outlier (IQR method)
42639,Deaths,Outlier (IQR method)
42641,Deaths,Outlier (IQR method)
42646,Deaths,Outlier (IQR method)
42648,Deaths,Outlier (IQR method)
42658,Deaths,Outlier (IQR method)
42662,Deaths,Outlier (IQR method)
42663,Deaths,Outlier (IQR method)
42664,Deaths,Outlier (IQR method)
42665,Deaths,Outlier (IQR method)
42668,Deaths,Outlier (IQR method)
42670,Deaths,Outlier (IQR method)
42671,Deaths,Outlier (IQR method)
42673,Deaths,Outlier (IQR method)
42675,Deaths,Outlier (IQR method)
42676,Deaths,Outlier (IQR method)
42677,Deaths,Outlier (IQR method)
42678,Deaths,Outlier (IQR method)
42679,Deaths,Outlier (IQR method)
42681,Deaths,Outlier (IQR method)
42683,Deaths,Outlier (IQR method)
42685,Deaths,Outlier (IQR method)
42686,Deaths,Outlier (IQR method)
42693,Deaths,Outlier (IQR method)
42695,Deaths,Outlier (IQR method)
42698,Deaths,Outlier (IQR method)
42700,Deaths,Outlier (IQR method)
42701,Deaths,Outlier (IQR method)
42705,Deaths,Outlier (IQR method)
42711,Deaths,Outlier (IQR method)
42713,Deaths,Outlier (IQR method)
42715,Deaths,Outlier (IQR method)
42716,Deaths,Outlier (IQR method)
42717,Deaths,Outlier (IQR method)
42718,Deaths,Outlier (IQR method)
42719,Deaths,Outlier (IQR method)
42720,Deaths,Outlier (IQR method)
42723,Deaths,Outlier (IQR method)
42725,Deaths,Outlier (IQR method)
42726,Deaths,Outlier (IQR method)
42727,Deaths,Outlier (IQR method)
42728,Deaths,Outlier (IQR method)
42729,Deaths,Outlier (IQR method)
42734,Deaths,Outlier (IQR method)
42735,Deaths,Outlier (IQR method)
42736,Deaths,Outlier (IQR method)
42740,Deaths,Outlier (IQR method)
42741,Deaths,Outlier (IQR method)
42742,Deaths,Outlier (IQR method)
42743,Deaths,Outlier (IQR method)
42745,Deaths,Outlier (IQR method)
42747,Deaths,Outlier (IQR method)
42748,Deaths,Outlier (IQR method)
42757,Deaths,Outlier (IQR method)
42758,Deaths,Outlier (IQR method)
42767,Deaths,Outlier (IQR method)
42783,Deaths,Outlier (IQR method)
42801,Deaths,Outlier (IQR method)
42805,Deaths,Outlier (IQR method)
42807,Deaths,Outlier (IQR method)
42811,Deaths,Outlier (IQR method)
42812,Deaths,Outlier (IQR method)
42821,Deaths,Outlier (IQR method)
42822,Deaths,Outlier (IQR method)
42824,Deaths,Outlier (IQR method)
42825,Deaths,Outlier (IQR method)
42827,Deaths,Outlier (IQR method)
42828,Deaths,Outlier (IQR method)
42831,Deaths,Outlier (IQR method)
42832,Deaths,Outlier (IQR method)
42833,Deaths,Outlier (IQR method)
42835,Deaths,Outlier (IQR method)
42839,Deaths,Outlier (IQR method)
42840,Deaths,Outlier (IQR method)
42841,Deaths,Outlier (IQR method)
42846,Deaths,Outlier (IQR method)
42848,Deaths,Outlier (IQR method)
42852,Deaths,Outlier (IQR method)
42866,Deaths,Outlier (IQR method)
42886,Deaths,Outlier (IQR method)
42888,Deaths,Outlier (IQR method)
42891,Deaths,Outlier (IQR method)
42892,Deaths,Outlier (IQR method)
42897,Deaths,Outlier (IQR method)
42899,Deaths,Outlier (IQR method)
42900,Deaths,Outlier (IQR method)
42902,Deaths,Outlier (IQR method)
42907,Deaths,Outlier (IQR method)
42909,Deaths,Outlier (IQR method)
42919,Deaths,Outlier (IQR method)
42923,Deaths,Outlier (IQR method)
42924,Deaths,Outlier (IQR method)
42925,Deaths,Outlier (IQR method)
42926,Deaths,Outlier (IQR method)
42929,Deaths,Outlier (IQR method)
42931,Deaths,Outlier (IQR method)
42932,Deaths,Outlier (IQR method)
42934,Deaths,Outlier (IQR method)
42935,Deaths,Outlier (IQR method)
42937,Deaths,Outlier (IQR method)
42938,Deaths,Outlier (IQR method)
42939,Deaths,Outlier (IQR method)
42942,Deaths,Outlier (IQR method)
42944,Deaths,Outlier (IQR method)
42945,Deaths,Outlier (IQR method)
42946,Deaths,Outlier (IQR method)
42947,Deaths,Outlier (IQR method)
42954,Deaths,Outlier (IQR method)
42956,Deaths,Outlier (IQR method)
42959,Deaths,Outlier (IQR method)
42961,Deaths,Outlier (IQR method)
42962,Deaths,Outlier (IQR method)
42966,Deaths,Outlier (IQR method)
42972,Deaths,Outlier (IQR method)
42974,Deaths,Outlier (IQR method)
42976,Deaths,Outlier (IQR method)
42977,Deaths,Outlier (IQR method)
42978,Deaths,Outlier (IQR method)
42979,Deaths,Outlier (IQR method)
42980,Deaths,Outlier (IQR method)
42981,Deaths,Outlier (IQR method)
42984,Deaths,Outlier (IQR method)
42985,Deaths,Outlier (IQR method)
42986,Deaths,Outlier (IQR method)
42987,Deaths,Outlier (IQR method)
42988,Deaths,Outlier (IQR method)
42989,Deaths,Outlier (IQR method)
42990,Deaths,Outlier (IQR method)
42995,Deaths,Outlier (IQR method)
42996,Deaths,Outlier (IQR method)
43001,Deaths,Outlier (IQR method)
43002,Deaths,Outlier (IQR method)
43003,Deaths,Outlier (IQR method)
43004,Deaths,Outlier (IQR method)
43006,Deaths,Outlier (IQR method)
43008,Deaths,Outlier (IQR method)
43009,Deaths,Outlier (IQR method)
43016,Deaths,Outlier (IQR method)
43018,Deaths,Outlier (IQR method)
43019,Deaths,Outlier (IQR method)
43026,Deaths,Outlier (IQR method)
43028,Deaths,Outlier (IQR method)
43044,Deaths,Outlier (IQR method)
43062,Deaths,Outlier (IQR method)
43066,Deaths,Outlier (IQR method)
43068,Deaths,Outlier (IQR method)
43072,Deaths,Outlier (IQR method)
43073,Deaths,Outlier (IQR method)
43079,Deaths,Outlier (IQR method)
43082,Deaths,Outlier (IQR method)
43083,Deaths,Outlier (IQR method)
43085,Deaths,Outlier (IQR method)
43088,Deaths,Outlier (IQR method)
43089,Deaths,Outlier (IQR method)
43092,Deaths,Outlier (IQR method)
43093,Deaths,Outlier (IQR method)
43094,Deaths,Outlier (IQR method)
43096,Deaths,Outlier (IQR method)
43100,Deaths,Outlier (IQR method)
43101,Deaths,Outlier (IQR method)
43107,Deaths,Outlier (IQR method)
43109,Deaths,Outlier (IQR method)
43113,Deaths,Outlier (IQR method)
43127,Deaths,Outlier (IQR method)
43147,Deaths,Outlier (IQR method)
43149,Deaths,Outlier (IQR method)
43152,Deaths,Outlier (IQR method)
43153,Deaths,Outlier (IQR method)
43155,Deaths,Outlier (IQR method)
43158,Deaths,Outlier (IQR method)
43160,Deaths,Outlier (IQR method)
43161,Deaths,Outlier (IQR method)
43162,Deaths,Outlier (IQR method)
43163,Deaths,Outlier (IQR method)
43168,Deaths,Outlier (IQR method)
43170,Deaths,Outlier (IQR method)
43180,Deaths,Outlier (IQR method)
43184,Deaths,Outlier (IQR method)
43185,Deaths,Outlier (IQR method)
43186,Deaths,Outlier (IQR method)
43187,Deaths,Outlier (IQR method)
43193,Deaths,Outlier (IQR method)
43195,Deaths,Outlier (IQR method)
43196,Deaths,Outlier (IQR method)
43197,Deaths,Outlier (IQR method)
43198,Deaths,Outlier (IQR method)
43199,Deaths,Outlier (IQR method)
43200,Deaths,Outlier (IQR method)
43201,Deaths,Outlier (IQR method)
43205,Deaths,Outlier (IQR method)
43206,Deaths,Outlier (IQR method)
43207,Deaths,Outlier (IQR method)
43208,Deaths,Outlier (IQR method)
43209,Deaths,Outlier (IQR method)
43215,Deaths,Outlier (IQR method)
43217,Deaths,Outlier (IQR method)
43220,Deaths,Outlier (IQR method)
43222,Deaths,Outlier (IQR method)
43223,Deaths,Outlier (IQR method)
43227,Deaths,Outlier (IQR method)
43233,Deaths,Outlier (IQR method)
43235,Deaths,Outlier (IQR method)
43237,Deaths,Outlier (IQR method)
43238,Deaths,Outlier (IQR method)
43239,Deaths,Outlier (IQR method)
43240,Deaths,Outlier (IQR method)
43241,Deaths,Outlier (IQR method)
43242,Deaths,Outlier (IQR method)
43245,Deaths,Outlier (IQR method)
43246,Deaths,Outlier (IQR method)
43247,Deaths,Outlier (IQR method)
43248,Deaths,Outlier (IQR method)
43249,Deaths,Outlier (IQR method)
43251,Deaths,Outlier (IQR method)
